x,y,theta
0.0,0.0,1.570796326794897
0.0,0.0488692190558412,1.570796326794897
0.0002985242462322,-0.0244340016667978,1.574868761716217
0.0010945889028515,-0.2199092569271689,1.574868761716217
0.0022886858877804,-0.5131221398177254,1.574868761716217
0.0022886858877804,-0.8307720636806935,1.570796326794897
0.0005970484924644,-1.246156981108982,1.566723891873576
-7.26415455565288e-18,-1.39276342255426,1.566723891873576
-0.0023881411600923,-1.588225710271979,1.558579022030936
-0.0023881411600923,-1.857006415079105,1.570796326794897
-0.0023881411600923,-2.101352510358311,1.570796326794897
-0.0038807623912535,-2.467868613971507,1.566723891873576
-0.0050748593761824,-2.761081496862063,1.566723891873576
-0.0058709240328017,-2.956556752122434,1.566723891873576
-0.006666988689421,-3.152032007382805,1.566723891873576
-0.0080600902863206,-3.323068600731293,1.562651456952256
-0.0100502354247487,-3.567406591229134,1.562651456952256
-0.0100502354247487,-3.762883467452499,1.570796326794897
-0.0100502354247487,-3.958360343675864,1.570796326794897
-0.0109458081634454,-4.178270005843782,1.566723891873576
-0.0117418728200646,-4.373745261104153,1.566723891873576
-0.0117418728200646,-4.593656746855438,1.570796326794897
-0.0124384293946065,-4.764697595208262,1.566723891873576
-0.0132344940512258,-4.960172850468633,1.566723891873576
-0.0138315425436902,-5.106779291913912,1.566723891873576
-0.0152246441405899,-5.2778158852624,1.562651456952256
-0.0159212007151317,-5.448856733615225,1.566723891873576
-0.0173143023120314,-5.619893326963713,1.562651456952256
-0.0180108588865733,-5.790934175316537,1.566723891873576
-0.0188069235431926,-5.986409430576908,1.566723891873576
-0.019403972035657,-6.133015872022186,1.566723891873576
-0.0202000366922763,-6.328491127282557,1.566723891873576
-0.0215931382891759,-6.499527720631046,1.562651456952256
-0.0222896948637178,-6.670568568983871,1.566723891873576
-0.0230857595203371,-6.866043824244241,1.566723891873576
-0.0280608335675525,-7.110339266110069,1.550434152188296
-0.0298519641921377,-7.330243457558125,1.562651456952256
-0.0314440803028802,-7.525713849956398,1.562651456952256
-0.032140636877422,-7.696754698309222,1.566723891873576
-0.032140636877422,-7.867796965004667,1.570796326794897
-0.032140636877422,-8.063273841228032,1.570796326794897
-0.0328371934519639,-8.234314689580858,1.566723891873576
-0.0336332581085832,-8.429789944841229,1.566723891873576
-0.0336332581085832,-8.600832211536673,1.570796326794897
-0.0343298146831251,-8.771873059889499,1.566723891873576
-0.0357229162800247,-8.942909653237987,1.562651456952256
-0.0362204566904117,-9.065081687775718,1.566723891873576
-0.037016521347031,-9.260556943036088,1.566723891873576
-0.0378125860036503,-9.45603219829646,1.566723891873576
-0.0378125860036503,-9.627074464991903,1.570796326794897
-0.0378125860036503,-9.920289779326954,1.570796326794897
-0.0378125860036503,-10.213505093662,1.570796326794897
-0.0385091425781922,-10.38454594201482,1.566723891873576
-0.0403002732027774,-10.60445013346288,1.562651456952256
-0.0409968297773193,-10.77549098181571,1.566723891873576
-0.0417928944339386,-10.97096623707608,1.566723891873576
-0.0417928944339386,-11.14200850377152,1.570796326794897
-0.0410963378593967,-11.31304935212435,1.574868761716217
-0.0410963378593967,-11.48409161881979,1.570796326794897
-0.0410963378593967,-11.728437714099,1.570796326794897
-0.0410963378593967,-11.87504537126652,1.570796326794897
-0.0417928944339386,-12.04608621961935,1.566723891873576
-0.0431859960308382,-12.21712281296783,1.562651456952256
-0.0438825526053801,-12.38816366132066,1.566723891873576
-0.0446786172619994,-12.58363891658103,1.566723891873576
-0.0446786172619994,-12.75468118327647,1.570796326794897
-0.0446786172619994,-12.95015805949984,1.570796326794897
-0.0446786172619994,-13.09676571666736,1.570796326794897
-0.0446786172619994,-13.29224259289073,1.570796326794897
-0.0446786172619994,-13.48771946911409,1.570796326794897
-0.0446786172619994,-13.63432712628162,1.570796326794897
-0.0453751738365413,-13.80536797463444,1.566723891873576
-0.0459722223290057,-13.95197441607972,1.566723891873576
-0.046768286985625,-14.14744967134009,1.566723891873576
-0.0473653354780895,-14.29405611278537,1.566723891873576
-0.0481614001347087,-14.48953136804574,1.566723891873576
-0.048957464791328,-14.68500662330611,1.566723891873576
-0.048957464791328,-14.85604889000155,1.570796326794897
-0.048957464791328,-15.05152576622492,1.570796326794897
-0.049455005201715,-15.17369780076265,1.566723891873576
-0.0502510698583344,-15.36917305602302,1.566723891873576
-0.0502510698583344,-15.54021532271847,1.570796326794897
-0.0509476264328762,-15.71125617107129,1.566723891873576
-0.0517436910894955,-15.90673142633166,1.566723891873576
-0.05234073958196,-16.05333786777694,1.566723891873576
-0.0531368042385792,-16.24881312303731,1.566723891873576
-0.0531368042385792,-16.41985538973275,1.570796326794897
-0.0531368042385792,-16.61533226595612,1.570796326794897
-0.0531368042385792,-16.76193992312365,1.570796326794897
-0.0538333608131211,-16.93298077147647,1.566723891873576
-0.0538333608131211,-17.10402303817191,1.570796326794897
-0.054529917387663,-17.27506388652474,1.566723891873576
-0.0553259820442823,-17.47053914178511,1.566723891873576
-0.0563210628650565,-17.71488321086057,1.566723891873576
-0.0571171275216758,-17.91035846612095,1.566723891873576
-0.0577141760141402,-18.05696490756623,1.566723891873576
-0.0585102406707595,-18.2524401628266,1.566723891873576
-0.0593063053273788,-18.44791541808697,1.566723891873576
-0.0593063053273788,-18.61895768478241,1.570796326794897
-0.0600028619019207,-18.78999853313524,1.566723891873576
-0.0600028619019207,-18.96104079983068,1.570796326794897
-0.0600028619019207,-19.10764845699821,1.570796326794897
-0.0600028619019207,-19.30312533322157,1.570796326794897
-0.0606994184764625,-19.4741661815744,1.566723891873577
-0.0606994184764625,-19.64520844826984,1.570796326794897
-0.0613959750510044,-19.81624929662266,1.566723891873576
-0.0619930235434689,-19.96285573806794,1.566723891873576
-0.0627890882000882,-20.15833099332832,1.566723891873576
-0.0635851528567075,-20.35380624858869,1.566723891873576
-0.0635851528567075,-20.52484851528413,1.570796326794897
-0.0635851528567075,-20.72032539150749,1.570796326794897
